fixture	exact_pct	within2_pct	rgb_within2_pct	rgb_mismatch_pct	alpha_mismatch_pct
640x480	92.01236979166667	93.62727864583333	93.62727864583333	7.987630208333333	0.0
configured	94.79916666666666	95.82041666666667	95.82041666666667	5.200833333333334	0.0
fullscreen	96.80468241373698	97.4194844563802	97.4194844563802	3.195317586263021	0.0
hidpi	88.8125	89.06437174479167	89.06437174479167	11.1875	0.0
